web-scraper-order,web-scraper-start-url,link2,link2-href,name,degree,speciality,price,verified,yearsofexp,region
1695135312-1,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Nisha Buchade Kanaka,https://www.practo.com/bangalore/doctor/dr-dr-anusha-buchade-kanaka-gynecologist-obstetrician?practice_id=1072492&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Nisha Buchade Kanaka,"MBBS, MS - Obstetrics & Gynaecology","Obstetrician,",₹ 600,Medical Registration Verified,16 Years Experience Overall  (9 years as specialist),Kammanahalli
1695135312-2,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Nisha Buchade Kanaka,https://www.practo.com/bangalore/doctor/dr-dr-anusha-buchade-kanaka-gynecologist-obstetrician?practice_id=1072492&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Nisha Buchade Kanaka,"MBBS, MS - Obstetrics & Gynaecology",Gynecologist,₹ 600,Medical Registration Verified,16 Years Experience Overall  (9 years as specialist),Kammanahalli
1695135334-3,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Swetha Vinjamuri,https://www.practo.com/bangalore/doctor/dr-swetha-vinjamuri-gynecologist-obstetrician?practice_id=923159&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Swetha Vinjamuri,"MBBS, DGO, DNB - Obstetrics & Gynecology","Gynecologist,",₹ 650,Medical Registration Verified,18 Years Experience Overall  (10 years as specialist),Kalyan Nagar
1695135334-4,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Swetha Vinjamuri,https://www.practo.com/bangalore/doctor/dr-swetha-vinjamuri-gynecologist-obstetrician?practice_id=923159&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Swetha Vinjamuri,"MBBS, DGO, DNB - Obstetrics & Gynecology","Obstetrician,",₹ 650,Medical Registration Verified,18 Years Experience Overall  (10 years as specialist),Kalyan Nagar
1695135334-5,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Swetha Vinjamuri,https://www.practo.com/bangalore/doctor/dr-swetha-vinjamuri-gynecologist-obstetrician?practice_id=923159&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Swetha Vinjamuri,"MBBS, DGO, DNB - Obstetrics & Gynecology",Infertility Specialist,₹ 650,Medical Registration Verified,18 Years Experience Overall  (10 years as specialist),Kalyan Nagar
1695135354-6,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. N Nagendra Prasad,https://www.practo.com/bangalore/doctor/dr-n-nagendra-prasad-gynecologist-obstetrician?practice_id=1180089&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. N Nagendra Prasad,"MBBS, MD - Obstetrics & Gynaecology","Gynecologist,",₹ 650,Medical Registration Verified,27 Years Experience Overall  (23 years as specialist),Banashankari
1695135354-7,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. N Nagendra Prasad,https://www.practo.com/bangalore/doctor/dr-n-nagendra-prasad-gynecologist-obstetrician?practice_id=1180089&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. N Nagendra Prasad,"MBBS, MD - Obstetrics & Gynaecology",Infertility Specialist,₹ 650,Medical Registration Verified,27 Years Experience Overall  (23 years as specialist),Banashankari
1695135376-8,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Shwetha Yadav,https://www.practo.com/bangalore/doctor/dr-shwetha-yadav-gynecologist-obstetrician?practice_id=923159&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Shwetha Yadav,"MBBS, DGO","Gynecologist,",₹ 650,Medical Registration Verified,16 Years Experience Overall  (11 years as specialist),Kalyan Nagar
1695135376-9,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Shwetha Yadav,https://www.practo.com/bangalore/doctor/dr-shwetha-yadav-gynecologist-obstetrician?practice_id=923159&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Shwetha Yadav,"MBBS, DGO",Obstetrician,₹ 650,Medical Registration Verified,16 Years Experience Overall  (11 years as specialist),Kalyan Nagar
1695135396-10,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Harini P Shetty,https://www.practo.com/bangalore/doctor/dr-harini-p-shetty-1-gynecologist-obstetrician?practice_id=923159&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Harini P Shetty,"MBBS, DGO","Obstetrician,",₹ 650,Medical Registration Verified,33 Years Experience Overall  (31 years as specialist),Kalyan Nagar
1695135396-11,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Harini P Shetty,https://www.practo.com/bangalore/doctor/dr-harini-p-shetty-1-gynecologist-obstetrician?practice_id=923159&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Harini P Shetty,"MBBS, DGO",Gynecologist,₹ 650,Medical Registration Verified,33 Years Experience Overall  (31 years as specialist),Kalyan Nagar
1695135418-12,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Chaitra Nayak,https://www.practo.com/bangalore/doctor/chaitra-nayak-reproductive-endocrinologist-infertilty?practice_id=1379238&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Chaitra Nayak,"MBBS, MS - Obstetrics & Gynaecology, FNB - Reproductive Medicine","Infertility Specialist,",₹ 700,Medical Registration Verified,21 Years Experience Overall  (14 years as specialist),Electonic city
1695135418-13,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Chaitra Nayak,https://www.practo.com/bangalore/doctor/chaitra-nayak-reproductive-endocrinologist-infertilty?practice_id=1379238&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Chaitra Nayak,"MBBS, MS - Obstetrics & Gynaecology, FNB - Reproductive Medicine","Reproductive Endocrinologist (Infertility),",₹ 700,Medical Registration Verified,21 Years Experience Overall  (14 years as specialist),Electonic city
1695135418-14,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Chaitra Nayak,https://www.practo.com/bangalore/doctor/chaitra-nayak-reproductive-endocrinologist-infertilty?practice_id=1379238&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Chaitra Nayak,"MBBS, MS - Obstetrics & Gynaecology, FNB - Reproductive Medicine","Gynecologist,",₹ 700,Medical Registration Verified,21 Years Experience Overall  (14 years as specialist),Electonic city
1695135418-15,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Chaitra Nayak,https://www.practo.com/bangalore/doctor/chaitra-nayak-reproductive-endocrinologist-infertilty?practice_id=1379238&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Chaitra Nayak,"MBBS, MS - Obstetrics & Gynaecology, FNB - Reproductive Medicine",Reproductive Health Specialist,₹ 700,Medical Registration Verified,21 Years Experience Overall  (14 years as specialist),Electonic city
1695135439-16,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Bhanu BT,https://www.practo.com/bangalore/doctor/dr-bhanu-bt-gynecologist-obstetrician?practice_id=700041&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Bhanu BT,"MBBS, DGO, MS - Obstetrics & Gynaecology","Gynecologist,",₹ 500,Medical Registration Verified,21 Years Experience Overall  (18 years as specialist),Yeshwanthpur
1695135439-17,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Bhanu BT,https://www.practo.com/bangalore/doctor/dr-bhanu-bt-gynecologist-obstetrician?practice_id=700041&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Bhanu BT,"MBBS, DGO, MS - Obstetrics & Gynaecology",Obstetrician,₹ 500,Medical Registration Verified,21 Years Experience Overall  (18 years as specialist),Yeshwanthpur
1695135459-18,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Anu Joseph,https://www.practo.com/bangalore/doctor/anu-joseph-gynecologist-obstetrician?practice_id=1379238&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Anu Joseph,"MBBS, DNB - Obstetrics & Gynecology","Obstetrician,",₹ 700,Medical Registration Verified,15 Years Experience Overall  (12 years as specialist),Electonic city
1695135459-19,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Anu Joseph,https://www.practo.com/bangalore/doctor/anu-joseph-gynecologist-obstetrician?practice_id=1379238&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Anu Joseph,"MBBS, DNB - Obstetrics & Gynecology","Gynecologist,",₹ 700,Medical Registration Verified,15 Years Experience Overall  (12 years as specialist),Electonic city
1695135459-20,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Anu Joseph,https://www.practo.com/bangalore/doctor/anu-joseph-gynecologist-obstetrician?practice_id=1379238&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Anu Joseph,"MBBS, DNB - Obstetrics & Gynecology",Infertility Specialist,₹ 700,Medical Registration Verified,15 Years Experience Overall  (12 years as specialist),Electonic city
1695135480-21,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Pavana Prakash,https://www.practo.com/bangalore/doctor/dr-pavana-prakash-gynecologist-obstetrician?practice_id=1180089&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Pavana Prakash,"MBBS, DGO","Obstetrician,",₹ 650,Medical Registration Verified,23 Years Experience Overall  (17 years as specialist),Banashankari
1695135480-22,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Pavana Prakash,https://www.practo.com/bangalore/doctor/dr-pavana-prakash-gynecologist-obstetrician?practice_id=1180089&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. Pavana Prakash,"MBBS, DGO",Gynecologist,₹ 650,Medical Registration Verified,23 Years Experience Overall  (17 years as specialist),Banashankari
1695135501-23,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. M. Gowri,https://www.practo.com/bangalore/doctor/dr-m-gowri-gynecologist-obstetrician?practice_id=687635&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. M. Gowri,"MBBS, DGO","Gynecologist,",₹ 700,Medical Registration Verified,33 Years Experience Overall  (28 years as specialist),Sarjapura
1695135501-24,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. M. Gowri,https://www.practo.com/bangalore/doctor/dr-m-gowri-gynecologist-obstetrician?practice_id=687635&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. M. Gowri,"MBBS, DGO","Obstetrician,",₹ 700,Medical Registration Verified,33 Years Experience Overall  (28 years as specialist),Sarjapura
1695135501-25,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Gynecologist%2Fobstetrician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. M. Gowri,https://www.practo.com/bangalore/doctor/dr-m-gowri-gynecologist-obstetrician?practice_id=687635&specialization=Gynecologist/obstetrician&referrer=doctor_listing&page_uid=d149cbd8-e569-4e90-8e9c-21cede8b26ec,Dr. M. Gowri,"MBBS, DGO",Infertility Specialist,₹ 700,Medical Registration Verified,33 Years Experience Overall  (28 years as specialist),Sarjapura
1695139315-1,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Dermatologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=bangalore,Dr. Deepa,https://www.practo.com/bangalore/doctor/dr-deepa-20-dermatologist?practice_id=1328073&specialization=Dermatologist&referrer=doctor_listing&page_uid=8558b492-d387-4018-bd83-5c6a45044ed0,Dr. Deepa,"MBBS, DDVL, DNB - Dermatology, Venereology & Leprosy","Dermatologist,",₹ 600,Medical Registration Verified,15 Years Experience Overall  (12 years as specialist),Sarjapura
1695139326-2,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Dermatologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=bangalore,Dr. Sankeerth Vijayakumar,https://www.practo.com/bangalore/doctor/mr-sankeerth-dermatologist?practice_id=1162994&specialization=Dermatologist&referrer=doctor_listing&page_uid=8558b492-d387-4018-bd83-5c6a45044ed0,Dr. Sankeerth Vijayakumar,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist,",₹ 700,Medical Registration Verified,13 Years Experience Overall  (7 years as specialist),Electonic city
1695139337-3,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Dermatologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=bangalore,Dr. Bhavyashree U G,https://www.practo.com/bangalore/doctor/dr-bhavyashree-u-g-cosmetologist?practice_id=776696&specialization=Dermatologist&referrer=doctor_listing&page_uid=8558b492-d387-4018-bd83-5c6a45044ed0,Dr. Bhavyashree U G,"MBBS, MD - Dermatology , Venereology & Leprosy","Cosmetologist,",₹ 850,Medical Registration Verified,12 Years Experience Overall  (8 years as specialist),Kalyan Nagar
1695139348-4,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Dermatologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=bangalore,Dr. Hari Kishan Kumar,https://www.practo.com/bangalore/doctor/dr-hari-krishan-kumar-y-dermatologist-cosmetologist-1?practice_id=664585&specialization=Dermatologist&referrer=doctor_listing&page_uid=8558b492-d387-4018-bd83-5c6a45044ed0,Dr. Hari Kishan Kumar,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist,",₹ 700,Medical Registration Verified,17 Years Experience Overall  (15 years as specialist),Rajajinagar
1695139360-5,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Dermatologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=bangalore,Dr. Jyothi Menon,https://www.practo.com/bangalore/doctor/dr-jyothi-menon-dermatologist?practice_id=737335&specialization=Dermatologist&referrer=doctor_listing&page_uid=8558b492-d387-4018-bd83-5c6a45044ed0,Dr. Jyothi Menon,"MBBS, DDVL","Dermatologist,",₹ 600,Medical Registration Verified,22 Years Experience Overall  (20 years as specialist),Koramangla
1695139370-6,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Dermatologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=bangalore,Dr. Juvita Rasquinha,https://www.practo.com/bangalore/doctor/juvitha-rasquinha-dermatologist-cosmetologist?practice_id=991909&specialization=Dermatologist&referrer=doctor_listing&page_uid=8558b492-d387-4018-bd83-5c6a45044ed0,Dr. Juvita Rasquinha,"MBBS, DDVL","Dermatologist,",₹ 500,Medical Registration Verified,18 Years Experience Overall  (15 years as specialist),Indiranagar
1695139381-7,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Dermatologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=bangalore,Dr. Jaya Sharma,https://www.practo.com/bangalore/doctor/dr-jaya-sharma-dermatologist-cosmetologist?practice_id=776696&specialization=Dermatologist&referrer=doctor_listing&page_uid=8558b492-d387-4018-bd83-5c6a45044ed0,Dr. Jaya Sharma,"MBBS, Diploma in Clinical Dermatology (UK)",Dermatologist,₹ 850,Medical Registration Verified,21 Years Experience Overall  (18 years as specialist),Hebbal
1695139393-8,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Dermatologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=bangalore,Dr. Parthasarathi Dutta Roy,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist?practice_id=729170&specialization=Dermatologist&referrer=doctor_listing&page_uid=8558b492-d387-4018-bd83-5c6a45044ed0,Dr. Parthasarathi Dutta Roy,"MBBS, DDVL, MD - Skin,VD & Leprosy","Dermatologist,",₹ 700,Medical Registration Verified,20 Years Experience Overall  (14 years as specialist),Koramangla
1695139403-9,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Dermatologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=bangalore,Dr. Rajdeep,https://www.practo.com/bangalore/doctor/dr-rajdeep-mysore-dermatologist-cosmetologist?practice_id=1146542&specialization=Dermatologist&referrer=doctor_listing&page_uid=8558b492-d387-4018-bd83-5c6a45044ed0,Dr. Rajdeep,"MBBS, DDVL","Dermatologist,",₹ 750,Medical Registration Verified,14 Years Experience Overall  (9 years as specialist),J P Nagar
1695139414-10,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Dermatologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=bangalore,Dr. Deepak Devakar,https://www.practo.com/bangalore/doctor/dr-deepak-devakar-dermatologist-cosmetologist?practice_id=690817&specialization=Dermatologist&referrer=doctor_listing&page_uid=8558b492-d387-4018-bd83-5c6a45044ed0,Dr. Deepak Devakar,"MBBS, DDVL","Dermatologist,",₹ 600,Medical Registration Verified,19 Years Experience Overall  (15 years as specialist),J P Nagar
1695138709-1,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22cardiologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Venkatesh S,https://www.practo.com/bangalore/doctor/dr-venkatesh-s-cardiologist?practice_id=1319951&specialization=Cardiologist&referrer=doctor_listing&page_uid=64d364f9-d47b-4ec9-8b3a-593fc7d761c5,Dr. Venkatesh S,"MBBS, MD - Medicine, DM - Cardiology","Cardiologist,","₹ 1,050",Medical Registration Verified,29 Years Experience Overall  (19 years as specialist),J P Nagar
1695138717-2,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22cardiologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Govardhan Reddy K,https://www.practo.com/bangalore/doctor/dr-govardhan-reddy-k-cardiothoracic-surgeon-cardiothoracic-surgeon?practice_id=1303462&specialization=Cardiologist&referrer=doctor_listing&page_uid=64d364f9-d47b-4ec9-8b3a-593fc7d761c5,Dr. Govardhan Reddy K,"MBBS, DNB - Cardiothoracic Surgery","Cardiothoracic Surgeon,",₹ 600,Medical Registration Verified,18 Years Experience Overall  (4 years as specialist),Sarjapura
1695138725-3,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22cardiologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Jai Babu,https://www.practo.com/bangalore/doctor/jai-babu-cardiologist?practice_id=1315454&specialization=Cardiologist&referrer=doctor_listing&page_uid=64d364f9-d47b-4ec9-8b3a-593fc7d761c5,Dr. Jai Babu,"MBBS, MD - Medicine, DM - Cardiology","Cardiologist,",₹ 600,Medical Registration Verified,20 Years Experience Overall  (15 years as specialist),Marathahalli
1695138733-4,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22cardiologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Nataraja Setty,https://www.practo.com/bangalore/doctor/dr-natraj-shetty-cardiologist?practice_id=1333412&specialization=Cardiologist&referrer=doctor_listing&page_uid=64d364f9-d47b-4ec9-8b3a-593fc7d761c5,Dr. Nataraja Setty,"MBBS, MD - General Medicine, DM - Cardiology","Cardiologist,",₹ 700,Medical Registration Verified,20 Years Experience Overall  (8 years as specialist),J P Nagar
1695138741-5,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22cardiologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Jayaranganath M,https://www.practo.com/bangalore/doctor/dr-jayaranganath-m-cardiologist?practice_id=1055989&specialization=Cardiologist&referrer=doctor_listing&page_uid=64d364f9-d47b-4ec9-8b3a-593fc7d761c5,Dr. Jayaranganath M,"MBBS, MD - General Medicine, DM - Cardiology",Cardiologist,₹ 950,Medical Registration Verified,35 Years Experience Overall  (28 years as specialist),Seshadripuram
1695138749-6,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22cardiologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. B. Ramesh,https://www.practo.com/bangalore/doctor/dr-ramesh-21-cardiologist?practice_id=728755&specialization=Cardiologist&referrer=doctor_listing&page_uid=64d364f9-d47b-4ec9-8b3a-593fc7d761c5,Dr. B. Ramesh,"DM - Cardiology, MD - General Medicine, MBBS","Cardiologist,","₹ 1,000",Medical Registration Verified,37 Years Experience Overall  (32 years as specialist),J P Nagar
1695138757-7,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22cardiologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Durga Prasad Reddy,https://www.practo.com/bangalore/doctor/dr-durga-prasad-reddy-cardiac-surgeon?practice_id=636836&specialization=Cardiologist&referrer=doctor_listing&page_uid=64d364f9-d47b-4ec9-8b3a-593fc7d761c5,Dr. Durga Prasad Reddy,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery","Cardiothoracic Surgeon,",₹ 800,Medical Registration Verified,26 Years Experience Overall  (19 years as specialist),Ashokanagar
1695138765-8,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22cardiologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Srinivas V K,https://www.practo.com/bangalore/doctor/dr-srinivas-v-k-cardiologist?practice_id=636836&specialization=Cardiologist&referrer=doctor_listing&page_uid=64d364f9-d47b-4ec9-8b3a-593fc7d761c5,Dr. Srinivas V K,"MBBS, MD - General Medicine, DM - Cardiology",Cardiologist,₹ 800,Medical Registration Verified,39 Years Experience Overall  (29 years as specialist),Ashokanagar
